client_id,district_id,gender,age,age_group,birth date,disp_id,account_id,district name,region,inhabitants,municipalities with inhabitants < 499,municipalities with inhabitants 500-1999,municipalities with inhabitants 2000-9999,municipalities with inhabitants >10000,cities,ratio of urban inhabitants,average salary,unemployment rate 1996,enterpreneurs per 1000 inhabitants,commited crimes 1996,frequency,LOR,Average Collection from another bank,Average Credit in Cash,Average Interest Credited,Average remittance to another bank,Average withdrawal in cash,Average Total Credit,Average Total Debit,Average Monthly Savings,Average Monthly Balance,Median Monthly Balance,total_credit,total_withdrawal,household payment,insurance payment,lease,loan payment,other,total order payment,Card Type,Card Issued before 1997,Loan Amount,Loan Duration,Loan Payments,status,Loan granted before 1997,Card Issued,loan granted
3047,45,M,21,20,1975-10-01,3047,2525,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.89,132,2122,Monthly Issuance,1,0.0,10881.5,113.45,5337.0,5611.2666666666655,10994.949999999999,10948.266666666668,46.68333333333317,27111.99166666667,27049.1,131939.4,131379.20000000004,2408.0,0.0,0.0,0.0,2929.0,5337.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3049,6,M,29,20,1967-04-06,3049,2527,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,4.02,126,3120,Monthly Issuance,3,0.0,51346.416666666664,280.56666666666666,5774.0,43251.35,51626.98333333334,49025.35,2601.6333333333337,54254.208333333336,57040.85,619523.7999999999,588304.1999999998,5774.0,0.0,2322.6,0.0,0.0,8096.6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3051,65,M,68,60,1928-03-11,3051,2528,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,Monthly Issuance,3,4236.0,0.0,77.55833333333334,2824.0,1620.4333333333334,4313.558333333333,4444.4333333333325,-130.87500000000009,21942.399999999998,22217.2,51762.7,53333.19999999998,2824.0,0.0,0.0,0.0,0.0,2824.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3058,49,F,53,50,1943-09-29,3058,2533,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,2.26,155,2123,Monthly Issuance,1,0.0,5737.833333333333,86.47500000000001,0.0,5947.933333333332,5824.308333333334,5947.933333333332,-123.62500000000016,24477.649999999998,24921.699999999997,69891.7,71375.19999999998,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3059,61,M,19,10,1977-11-29,3059,2534,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,5.74,107,2059,Monthly Issuance,3,0.0,6824.5,123.94999999999997,3410.0,2906.266666666666,6948.450000000001,6316.266666666666,632.1833333333329,27094.066666666666,26842.1,83381.40000000002,75795.2,2190.0,0.0,0.0,0.0,1220.0,3410.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3062,41,F,66,60,1930-08-22,3062,2536,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,4.48,114,5471,Monthly Issuance,2,6234.0,0.0,112.44999999999999,3136.0,3247.099999999999,6346.450000000001,6383.100000000001,-36.65000000000001,30376.45833333334,29277.25,76157.40000000001,76597.20000000001,3136.0,0.0,0.0,0.0,0.0,3136.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3064,42,M,66,60,1930-05-05,3064,2538,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.94,87,1668,Monthly Issuance,2,6379.0,0.0,100.86666666666666,3689.0,4117.099999999999,6479.866666666666,7806.100000000001,-1326.2333333333338,21456.491666666665,20999.85,77758.40000000001,93673.20000000001,3689.0,0.0,0.0,0.0,0.0,3689.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3066,54,F,14,10,1982-03-09,3066,2540,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,1,0.0,7722.75,131.23333333333332,0.0,7218.766666666667,7853.983333333333,7218.766666666667,635.2166666666667,30456.708333333332,27519.65,94247.79999999999,86625.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3067,57,F,44,40,1952-06-21,3067,2541,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,Monthly Issuance,2,0.0,15072.5,149.85,5957.0,10611.266666666668,15222.349999999999,16568.26666666667,-1345.9166666666663,31788.666666666668,32528.949999999997,182668.2,198819.20000000004,1822.0,1897.0,0.0,0.0,2238.0,5957.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3069,21,M,53,50,1943-10-23,3069,2542,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,Monthly Issuance,3,0.0,6843.5,112.30833333333334,3380.0,3797.933333333332,6955.808333333332,7177.933333333334,-222.12500000000009,26591.075,28633.85,83469.69999999998,86135.20000000001,435.0,308.0,0.0,0.0,2637.0,3380.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3070,46,M,76,70,1920-12-12,3070,2543,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,2.31,117,2618,Monthly Issuance,3,6148.0,0.0,175.875,2145.0,3205.433333333333,6323.875,5350.4333333333325,973.4416666666666,38721.799999999996,38043.65,75886.50000000001,64205.19999999999,2145.0,0.0,0.0,0.0,0.0,2145.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3074,1,M,38,30,1958-11-07,3074,2546,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,2,0.0,12463.0,135.49166666666667,4617.0,14543.016666666672,12598.491666666669,19160.016666666674,-6561.5250000000015,37485.6,33248.95,151181.90000000002,229920.20000000007,2985.0,480.0,4896.5,0.0,1152.0,9513.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3075,74,M,55,50,1941-05-05,3075,2547,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,26660.833333333332,258.8833333333333,5492.0,20776.26666666667,26919.716666666664,26268.266666666663,651.4500000000016,50556.91666666668,52124.25,323036.6,315219.19999999995,5492.0,0.0,0.0,0.0,0.0,5492.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3077,50,F,62,60,1934-02-24,3077,2549,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,Monthly Issuance,3,6345.0,0.0,180.0583333333333,2085.0,3427.099999999999,6525.058333333334,5512.099999999999,1012.958333333333,39567.24166666666,38947.899999999994,78300.70000000001,66145.2,2085.0,0.0,0.0,0.0,0.0,2085.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3079,67,M,53,50,1943-05-19,3079,2550,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,6.55,109,3079,Monthly Issuance,1,0.0,17323.166666666668,147.62499999999997,4941.25,9877.616666666669,17470.791666666668,14818.866666666669,2651.9250000000006,34143.89166666667,28054.699999999997,209649.5,177826.40000000005,6828.0,67.0,0.0,0.0,226.0,7121.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
3082,52,F,17,10,1979-10-17,3082,2552,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,Monthly Issuance,3,0.0,19478.333333333332,156.51666666666665,9293.333333333334,11297.933333333334,19634.85,20591.26666666667,-956.4166666666662,54340.44166666666,54444.850000000006,235618.19999999998,247095.20000000004,7035.0,0.0,0.0,0.0,0.0,7035.0,junior,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3083,41,M,25,20,1971-04-07,3083,2553,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,4.48,114,5471,Monthly Issuance,1,0.0,18950.75,101.04166666666664,9687.0,10446.266666666668,19051.791666666664,20133.26666666667,-1081.4749999999988,37300.525,39305.8,228621.49999999997,241599.20000000007,9687.0,0.0,0.0,0.0,0.0,9687.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3084,23,F,45,40,1951-08-24,3084,2554,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,2.66,102,3198,Monthly Issuance,3,0.0,26754.0,269.0166666666666,9290.333333333334,19221.26666666667,27023.016666666674,28511.599999999995,-1488.5833333333314,57362.17500000001,51528.85,324276.2,342139.19999999995,7607.0,0.0,0.0,0.0,0.0,7607.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3085,62,F,50,50,1946-06-29,3085,2555,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.86,109,2906,Monthly Issuance,3,0.0,20607.166666666668,256.525,7725.0,12357.933333333334,20863.691666666666,20082.933333333338,780.7583333333342,53741.458333333336,55280.95,250364.3,240995.20000000004,5464.0,0.0,0.0,0.0,2261.0,7725.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3088,40,M,46,40,1950-06-11,3088,2557,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,7.07,97,6872,Monthly Issuance,3,0.0,6334.833333333333,97.84166666666668,2806.0,2747.9333333333325,6432.675,5553.933333333333,878.7416666666664,24071.533333333336,23548.35,77192.1,66647.19999999998,2806.0,0.0,0.0,0.0,0.0,2806.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3090,32,M,28,20,1968-11-17,3090,2559,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,1,0.0,12498.666666666666,115.22499999999998,5123.0,8054.600000000002,12613.891666666665,13177.600000000004,-563.7083333333335,36677.59999999999,38407.899999999994,151366.69999999998,158131.20000000004,5123.0,0.0,0.0,0.0,0.0,5123.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3093,35,M,30,30,1966-02-21,3093,2562,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.21,130,3620,Monthly Issuance,1,3353.0,0.0,70.06666666666666,2048.75,904.6000000000003,3423.066666666667,2953.349999999999,469.71666666666687,15244.35,14598.400000000001,41076.8,35440.19999999999,2235.0,0.0,0.0,0.0,0.0,2235.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3094,48,M,46,40,1950-08-18,3094,2563,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,2.44,124,1717,Monthly Issuance,1,0.0,6991.833333333333,138.80833333333334,2984.0,3504.599999999999,7130.6416666666655,6488.599999999999,642.0416666666666,34642.01666666666,34670.75,85567.69999999998,77863.2,2984.0,0.0,0.0,0.0,0.0,2984.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3096,74,M,14,10,1982-02-27,3096,2565,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,1,0.0,4920.333333333333,110.28333333333335,0.0,5771.716666666667,5030.616666666668,5771.716666666667,-741.1,22860.091666666664,19968.449999999997,60367.40000000001,69260.6,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3097,48,M,48,40,1948-08-22,3097,2566,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,2.44,124,1717,Monthly Issuance,3,0.0,658.3333333333334,0.0,0.0,733.3333333333334,658.3333333333334,733.3333333333334,-75.0,8958.333333333334,9100.0,7900.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3099,17,M,31,30,1965-11-13,3099,2568,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,Monthly Issuance,2,0.0,24900.5,156.30000000000004,6620.0,19156.26666666667,25056.8,25776.266666666666,-719.4666666666653,28048.225000000002,26835.9,300681.6,309315.19999999995,5228.0,306.0,0.0,0.0,1086.0,6620.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3100,2,M,65,60,1931-03-30,3100,2569,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.85,132,2674,Monthly Issuance,2,6772.0,0.0,114.81666666666666,2334.0,4831.2666666666655,6886.816666666667,7165.266666666667,-278.45000000000044,24112.141666666666,23876.199999999997,82641.8,85983.20000000001,1167.0,0.0,0.0,0.0,0.0,1167.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3101,1,M,55,50,1941-12-13,3101,2570,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,1,3077.0,0.0,37.208333333333336,1196.4166666666667,572.2333333333335,3114.2083333333335,1768.6499999999999,1345.5583333333336,11737.033333333333,12572.0,37370.5,21223.8,2051.0,0.0,0.0,0.0,0.0,2051.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3103,64,F,23,20,1973-03-07,3103,2572,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Issuance after transaction,2,52887.166666666664,1025.0,507.76666666666665,3750.0,49964.299999999996,54419.93333333333,53714.299999999996,705.6333333333332,40237.60833333333,42282.55,653039.2000000001,644571.6,0.0,0.0,0.0,7500.0,0.0,7500.0,Not Applicable,Not Applicable,360000.0,48.0,7500.0,Ok so far,Yes,0,0
3105,68,M,49,40,1947-08-17,3105,2574,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,Monthly Issuance,3,0.0,15770.5,179.9333333333333,9546.0,5906.2666666666655,15950.433333333334,15452.26666666667,498.16666666666697,33653.9,34738.15,191405.2,185427.20000000004,9546.0,0.0,0.0,0.0,0.0,9546.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3107,30,M,36,30,1960-11-16,3107,2576,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.67,100,2804,Monthly Issuance,3,0.0,42499.666666666664,226.67499999999995,8106.0,32062.76666666666,42726.34166666667,40168.766666666656,2557.5750000000007,48189.30833333333,48543.600000000006,512716.10000000003,482025.1999999999,8106.0,0.0,0.0,0.0,0.0,8106.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3109,7,F,64,60,1932-04-21,3109,2577,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.87,130,4846,Monthly Issuance,1,5941.0,0.0,93.25833333333334,3347.0,2507.1,6034.258333333332,5854.099999999999,180.1583333333333,26171.3,26066.15,72411.09999999999,70249.2,3347.0,0.0,0.0,0.0,0.0,3347.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3113,60,F,25,20,1971-11-12,3113,2580,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,Monthly Issuance,1,0.0,12570.5,185.9916666666667,4800.416666666667,6665.5,12756.491666666663,11465.91666666667,1290.575,38948.45833333333,40171.05,153077.89999999997,137591.00000000003,5016.0,0.0,0.0,1489.0,0.0,6505.0,Not Applicable,Not Applicable,89340.0,60.0,1489.0,Ok so far,Yes,0,0
3115,72,M,35,30,1961-11-30,3115,2581,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,Monthly Issuance,3,0.0,21532.416666666668,182.88333333333335,6769.0,14281.266666666668,21715.300000000003,21050.26666666667,665.0333333333341,36003.041666666664,39694.8,260583.6,252603.20000000004,4769.0,0.0,0.0,0.0,0.0,4769.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3116,28,M,45,40,1951-09-09,3116,2582,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,Monthly Issuance,3,0.0,23707.666666666668,204.4166666666667,5279.0,18586.26666666667,23912.083333333332,23865.266666666666,46.81666666666782,41095.25833333333,40753.8,286945.00000000006,286383.2,1381.0,0.0,0.0,0.0,1748.0,3129.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3117,62,F,55,50,1941-06-22,3117,2583,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.86,109,2906,Monthly Issuance,3,0.0,1183.3333333333333,129.59999999999997,0.0,225.0,1312.9333333333336,225.0,1087.9333333333336,44656.833333333336,44331.8,15755.200000000004,2700.0,0.0,0.0,415.0,0.0,0.0,415.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3119,50,F,60,60,1936-01-26,3119,2584,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,5.45,94,2134,Monthly Issuance,3,4188.0,0.0,61.43333333333334,1576.0,3209.599999999999,4249.433333333333,4785.599999999999,-536.1666666666669,14303.091666666667,13714.55,50993.2,57427.19999999999,788.0,0.0,0.0,0.0,0.0,788.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3120,75,M,32,30,1964-06-02,3120,2585,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.66,99,4505,Monthly Issuance,3,0.0,16209.833333333334,95.86666666666666,0.0,17746.26666666667,16305.699999999999,17746.26666666667,-1440.5666666666664,34822.958333333336,35034.399999999994,195668.39999999997,212955.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3124,5,F,38,30,1958-01-02,3124,2588,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,4.43,118,3040,Monthly Issuance,3,0.0,19050.25,154.45833333333331,6509.0,12736.266666666668,19204.708333333332,19245.26666666667,-40.55833333333294,52075.05833333333,51702.75,230456.49999999997,230943.20000000004,6509.0,0.0,0.0,0.0,0.0,6509.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3128,69,F,52,50,1944-02-09,3128,2592,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,Monthly Issuance,3,0.0,13155.5,220.38333333333335,5129.0,7861.2666666666655,13375.883333333331,12990.266666666668,385.61666666666696,58757.225000000006,59771.0,160510.59999999998,155883.20000000004,5129.0,0.0,0.0,0.0,0.0,5129.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3132,1,F,21,20,1975-03-24,3132,2596,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,2,3428.0,0.0,91.30833333333334,2285.0,649.6000000000003,3519.308333333333,2934.599999999999,584.7083333333335,19747.750000000004,19110.9,42231.700000000004,35215.19999999999,2285.0,0.0,0.0,0.0,0.0,2285.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3135,48,M,27,20,1969-01-06,3135,2599,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,2.44,124,1717,Monthly Issuance,3,0.0,19073.5,104.98333333333335,0.0,16610.433333333338,19178.483333333334,16610.433333333338,2568.05,30359.68333333333,31881.8,230141.79999999996,199325.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3144,1,M,77,70,1919-08-04,3144,2606,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,2,4499.0,0.0,101.97500000000001,2474.0,1702.9333333333334,4600.974999999999,4176.9333333333325,424.0416666666667,27027.483333333334,28371.75,55211.700000000004,50123.19999999998,1237.0,0.0,0.0,0.0,0.0,1237.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3147,19,F,32,30,1964-04-26,3147,2608,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,Monthly Issuance,1,0.0,9444.666666666666,107.60000000000001,4788.0,5244.599999999999,9552.266666666666,10032.600000000002,-480.33333333333366,22832.916666666668,22571.0,114627.2,120391.20000000003,4788.0,0.0,0.0,0.0,0.0,4788.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3148,3,M,54,50,1942-04-04,3148,2609,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,Monthly Issuance,3,0.0,29409.083333333332,181.70833333333337,0.0,28604.849999999995,29590.79166666667,28604.849999999995,985.9416666666657,43343.325,35878.7,355089.50000000006,343258.19999999995,0.0,0.0,4881.9,0.0,0.0,4881.9,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3153,26,M,72,70,1924-06-17,3153,2613,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,Monthly Issuance,3,4985.0,0.0,108.44166666666666,3095.0,1649.6000000000004,5093.441666666667,4744.599999999999,348.8416666666664,28416.36666666667,28106.2,61121.3,56935.19999999999,1547.5,0.0,0.0,0.0,0.0,1547.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3156,68,F,42,40,1954-11-02,3156,2615,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,Monthly Issuance,2,0.0,11268.833333333334,111.00833333333333,0.0,11181.266666666668,11379.841666666667,11181.266666666668,198.5749999999995,20441.191666666662,17897.0,136558.1,134175.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3157,1,F,54,50,1942-02-26,3157,2616,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,21975.416666666668,144.16666666666666,8188.0,15646.26666666667,22119.583333333332,23834.266666666666,-1714.6833333333316,31595.925000000003,26083.5,265435.00000000006,286011.2,8188.0,0.0,0.0,0.0,0.0,8188.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3158,1,F,56,50,1940-11-25,3158,2617,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,3050.0,0.0,103.41666666666669,2033.0,947.1000000000003,3153.4166666666665,2980.099999999999,173.31666666666672,24236.375,24436.75,37841.00000000001,35761.19999999999,166.0,0.0,0.0,0.0,1867.0,2033.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3159,24,M,66,60,1930-10-27,3159,2618,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,2.01,128,5273,Monthly Issuance,3,6559.0,0.0,73.025,3223.0,3919.599999999999,6632.025000000001,7142.600000000001,-510.5750000000001,15163.974999999999,15290.599999999999,79584.29999999999,85711.20000000001,3223.0,0.0,0.0,0.0,0.0,3223.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3161,66,M,16,10,1980-11-18,3161,2620,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,4.12,102,2103,Monthly Issuance,3,0.0,6698.166666666667,84.73333333333333,3855.0,3081.2666666666664,6782.899999999999,6936.266666666667,-153.36666666666702,16704.649999999998,16570.0,81394.8,83235.20000000001,3855.0,0.0,0.0,0.0,0.0,3855.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3162,55,M,36,30,1960-05-17,3162,2621,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,Monthly Issuance,1,0.0,4581.416666666667,91.77499999999999,2114.25,3413.8333333333326,4673.191666666667,5528.083333333333,-854.891666666667,21004.716666666664,20532.6,56078.299999999996,66337.0,2819.0,0.0,0.0,0.0,0.0,2819.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3165,3,F,20,20,1976-09-01,3165,2623,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,Monthly Issuance,3,0.0,7840.083333333333,152.425,2891.0,5099.5999999999985,7992.508333333332,7990.600000000002,1.9083333333333787,33771.5,34438.15,95910.1,95887.20000000003,2891.0,0.0,0.0,0.0,0.0,2891.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3170,76,M,75,70,1921-02-21,3170,2627,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,5.88,107,2807,Monthly Issuance,2,4822.0,0.0,77.125,2140.0,3532.9333333333325,4899.125,5672.933333333333,-773.8083333333335,16242.766666666665,16216.05,58789.49999999999,68075.2,1070.0,0.0,0.0,0.0,0.0,1070.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3172,64,M,45,40,1951-12-23,3172,2628,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Issuance after transaction,2,0.0,65639.75,219.09166666666667,0.0,63664.416666666664,65858.84166666666,63664.416666666664,2194.424999999998,50980.35,46616.4,790306.0999999999,763973.0,0.0,0.0,3090.0,0.0,0.0,3090.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3175,64,F,46,40,1950-07-19,3175,2630,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,Monthly Issuance,1,0.0,21563.333333333332,125.01666666666667,0.0,19301.4,21688.350000000002,19301.4,2386.950000000001,40840.4,46379.2,260260.2,231616.80000000005,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
3177,24,M,58,50,1938-08-12,3177,2632,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,2.01,128,5273,Monthly Issuance,3,0.0,15452.666666666666,102.24166666666666,4383.0,11539.6,15554.908333333333,15922.600000000004,-367.6916666666663,20567.233333333334,20965.9,186658.9,191071.20000000004,2042.0,2300.0,0.0,0.0,41.0,4383.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
